category,id,group,title,status,current_image,suggested_image,suggested_exists
"Kitchen Utensils","cat_k_food-flask_11","Food Flask","Masterchef - FF3001 - 10 pcs","MISMATCH","/images/catalog/cooler.png","/images/catalog/web/food-flask.jpg",YES
"Kitchen Utensils","cat_k_food-flask_12","Food Flask","MTM - 500ML","MISMATCH","/images/catalog/cooler.png","/images/catalog/web/food-flask.jpg",YES
"Kitchen Utensils","cat_k_food-flask_13","Food Flask","Salvin - For my Family","MISMATCH","/images/catalog/cooler.png","/images/catalog/web/food-flask.jpg",YES
"Kitchen Utensils","cat_k_food-flask_14","Food Flask","Smart Cup","MISMATCH","/images/catalog/cooler.png","/images/catalog/web/food-flask.jpg",YES
"Kitchen Utensils","cat_k_food-flask_15","Food Flask","Spiderman - 650ML","MISMATCH","/images/catalog/cooler.png","/images/catalog/web/food-flask.jpg",YES
"Kitchen Utensils","cat_k_food-flask_16","Food Flask","XY - Food Shelt","MISMATCH","/images/catalog/cooler.png","/images/catalog/web/food-flask.jpg",YES
"Kitchen Utensils","cat_k_food-warmer_1","Food Warmer","2 in 1","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/food-warmer.jpg",YES
"Kitchen Utensils","cat_k_food-warmer_2","Food Warmer","Master Chef (3.7L) - Multipurpose","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/food-warmer.jpg",YES
"Kitchen Utensils","cat_k_food-warmer_3","Food Warmer","Master Chef - FF9092 - 3 in 1","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/food-warmer.jpg",YES
"Kitchen Utensils","cat_k_food-warmer_4","Food Warmer","Rishabh - 3 in 1","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/food-warmer.jpg",YES
"Kitchen Utensils","cat_k_food-warmer_5","Food Warmer","VTCL - Rose Gold - 3 in 1","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/food-warmer.jpg",YES
"Kitchen Utensils","cat_k_food-warmer_6","Food Warmer","VTCL - Sassy Classic - 3 in 1","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/food-warmer.jpg",YES
"Kitchen Utensils","cat_k_food-warmer_7","Food Warmer","VTCL Satin - 3 in 1","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/food-warmer.jpg",YES
"Kitchen Utensils","cat_k_fry-pan_1","Fry Pan","Air Fry Pan - Steel (Non-Stick)","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/fry-pan.jpg",YES
"Kitchen Utensils","cat_k_fry-pan_2","Fry Pan","Manna - Stainless","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/fry-pan.jpg",YES
"Kitchen Utensils","cat_k_fry-pan_3","Fry Pan","Picasso - Aluminium - With Cover","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/fry-pan.jpg",YES
"Kitchen Utensils","cat_k_fry-pan_4","Fry Pan","Picasso - Aluminium - Without Cover - Big","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/fry-pan.jpg",YES
"Kitchen Utensils","cat_k_fry-pan_5","Fry Pan","Picasso - Aluminium - Without Cover - Small","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/fry-pan.jpg",YES
"Kitchen Utensils","cat_k_fry-pan_6","Fry Pan","Picasso - Non Stick - With Cover","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/fry-pan.jpg",YES
"Kitchen Utensils","cat_k_gas-cylinder_1","Gas Cylinder","3 KG","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/gas-cylinder.jpg",YES
"Kitchen Utensils","cat_k_gas-lighter_1","Gas Lighter","Standard","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/gas-lighter.jpg",YES
"Kitchen Utensils","cat_k_gas-stove_1","Gas Stove","Glass","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/gas-stove.jpg",YES
"Kitchen Utensils","cat_k_gas-stove_2","Gas Stove","Single","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/gas-stove.jpg",YES
"Kitchen Utensils","cat_k_gas-stove_3","Gas Stove","Stainless","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/gas-stove.jpg",YES
"Kitchen Utensils","cat_k_ghana-must-go_1","Ghana Must Go","Big","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/ghana-must-go.jpg",YES
"Kitchen Utensils","cat_k_ghana-must-go_2","Ghana Must Go","Liverpool","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/ghana-must-go.jpg",YES
"Kitchen Utensils","cat_k_glue_1","Glue","Super Glue - Big","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/glue.jpg",YES
"Kitchen Utensils","cat_k_glue_2","Glue","Super Glue - Small","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/glue.jpg",YES
"Kitchen Utensils","cat_k_griller_1","Griller","Master Chef - HP408","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/griller.jpg",YES
"Electrical Materials and Fittings","cat_e_gum_1","Gum","4 Minutes - Steel - 2 in 1","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/gum.jpg",YES
"Kitchen Utensils","cat_k_hair-dryer_1","Hair Dryer","Professional - Nil","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hair-dryer.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_1","Hand Grater","4 Shaped","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_2","Hand Grater","Beans - Manual","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_3","Hand Grater","Brava Spring Slicer","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_4","Hand Grater","Chilling and Nuts - Stainless - Manual","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_5","Hand Grater","Chopper - Manual","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_6","Hand Grater","Flat - Big","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_7","Hand Grater","Flat Round","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_8","Hand Grater","Genius Nicer Dicer","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_9","Hand Grater","Hexa - Manual","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_10","Hand Grater","Manna Chilli - Manual","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_11","Hand Grater","Manna Wooden - Manual","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_12","Hand Grater","Manual","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_13","Hand Grater","Okro - 6 Faces","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_14","Hand Grater","Rashnik Chilli Cutter - Round - Manual","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_15","Hand Grater","Rashnik Deluxe - Manual","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_16","Hand Grater","Rashnik Over Cutter - Manual","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_17","Hand Grater","Round Shape","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_18","Hand Grater","Small","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-grater_19","Hand Grater","Supreme Vegetable - Manual","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-grater.jpg",YES
"Kitchen Utensils","cat_k_hand-mixer_1","Hand Mixer","Scarlett","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hand-mixer.jpg",YES
"Kitchen Utensils","cat_k_hanger_1","Hanger","for Bag","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hanger.jpg",YES
"Kitchen Utensils","cat_k_hanger_2","Hanger","For Clothe - Iron","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hanger.jpg",YES
"Kitchen Utensils","cat_k_hanger_3","Hanger","For Clothe - Plastic","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hanger.jpg",YES
"Kitchen Utensils","cat_k_hanger_4","Hanger","Iron - Spoon","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hanger.jpg",YES
"Kitchen Utensils","cat_k_hanger_5","Hanger","Kitchen","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hanger.jpg",YES
"Kitchen Utensils","cat_k_hanger_6","Hanger","Pant","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hanger.jpg",YES
"Kitchen Utensils","cat_k_hanger_7","Hanger","Small for Fridge","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hanger.jpg",YES
"Kitchen Utensils","cat_k_hanger_8","Hanger","SS - Bathroom - Iron/Plastic","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hanger.jpg",YES
"Kitchen Utensils","cat_k_hanger_9","Hanger","Wuve - Bathroom - Plastic","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hanger.jpg",YES
"Kitchen Utensils","cat_k_holder_1","Holder","Brush and Tooth Paste","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/holder.jpg",YES
"Kitchen Utensils","cat_k_hot-plate_1","Hot Plate","Glass - Single","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hot-plate.jpg",YES
"Kitchen Utensils","cat_k_hot-plate_2","Hot Plate","National HP - 100A - Single - 1,500 W","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hot-plate.jpg",YES
"Kitchen Utensils","cat_k_hot-plate_3","Hot Plate","Rashnik - Double - Flat","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hot-plate.jpg",YES
"Kitchen Utensils","cat_k_hot-plate_4","Hot Plate","Rashnik - Double - Ring","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hot-plate.jpg",YES
"Kitchen Utensils","cat_k_hot-plate_5","Hot Plate","Rashnik - RN - 4076B - Single - 1000W","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/hot-plate.jpg",YES
"Kitchen Utensils","cat_k_ice-bucket_1","Ice Bucket","Standard","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/ice-bucket.jpg",YES
"Kitchen Utensils","cat_k_iron_1","Iron","JD SMP - DI01","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/iron.jpg",YES
"Kitchen Utensils","cat_k_iron_2","Iron","JD SMP - DI03","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/iron.jpg",YES
"Kitchen Utensils","cat_k_iron_3","Iron","Rashnik","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/iron.jpg",YES
"Electrical Materials and Fittings","cat_e_iron-electric_1","Iron - Electric","Emouliness","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/iron-electric.jpg",YES
"Electrical Materials and Fittings","cat_e_iron-electric_2","Iron - Electric","Qasa - QDL-300","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/iron-electric.jpg",YES
"Electrical Materials and Fittings","cat_e_iron-electric_3","Iron - Electric","Rashnik - RN-702","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/iron-electric.jpg",YES
"Electrical Materials and Fittings","cat_e_iron-electric_4","Iron - Electric","SMP - DI01","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/iron-electric.jpg",YES
"Electrical Materials and Fittings","cat_e_iron-electric_5","Iron - Electric","SMP - S105","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/iron-electric.jpg",YES
"Kitchen Utensils","cat_k_jug_1","Jug","Flower with Cups","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/jug.jpg",YES
"Kitchen Utensils","cat_k_jug_2","Jug","Hana - Glass - Big","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/jug.jpg",YES
"Kitchen Utensils","cat_k_jug_3","Jug","Hana - Glass - Small 3 Pcs","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/jug.jpg",YES
"Kitchen Utensils","cat_k_jug_4","Jug","Hana - Jug and Cup - 7 Pcs","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/jug.jpg",YES
"Kitchen Utensils","cat_k_jug_5","Jug","Huiluong - 4 in 1","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/jug.jpg",YES
"Kitchen Utensils","cat_k_jug_6","Jug","JDSMP - 2.4L","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/jug.jpg",YES
"Kitchen Utensils","cat_k_jug_7","Jug","Lemon with Cups","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/jug.jpg",YES
"Kitchen Utensils","cat_k_jug_8","Jug","Salvin","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/jug.jpg",YES
"Kitchen Utensils","cat_k_jug_9","Jug","Salvin - Plastic with Cups","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/jug.jpg",YES
"Kitchen Utensils","cat_k_jug_10","Jug","SMP - Unbreakable with Cups","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/jug.jpg",YES
"Kitchen Utensils","cat_k_jug_11","Jug","SMP - Unbreakable with Cups/Handle","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/jug.jpg",YES
"Kitchen Utensils","cat_k_jug_12","Jug","Stainless","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/jug.jpg",YES
"Kitchen Utensils","cat_k_jug_13","Jug","Yeecome","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/jug.jpg",YES
"Kitchen Utensils","cat_k_juicer_1","Juicer","Manual","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/juicer.jpg",YES
"Kitchen Utensils","cat_k_juicer_2","Juicer","Rechargeable","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/juicer.jpg",YES
"Kitchen Utensils","cat_k_kettle_1","Kettle","Crown Star - 5L - Electric","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/kettle.jpg",YES
"Kitchen Utensils","cat_k_kettle_2","Kettle","Manna - ZBH03 - 3L - Whistling Kettle","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/kettle.jpg",YES
"Kitchen Utensils","cat_k_kettle_3","Kettle","SMP - SK03 - 4L - Whistling Kettle","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/kettle.jpg",YES
"Kitchen Utensils","cat_k_kettle_4","Kettle","Tower - Alluminium - 3L","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/kettle.jpg",YES
"Kitchen Utensils","cat_k_kettle_5","Kettle","Tower - Stainless - 3L","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/kettle.jpg",YES
"Kitchen Utensils","cat_k_kitchen-spoon_1","Kitchen Spoon","Kiko - 6 Pcs","MISMATCH","/images/catalog/spoon.png","/images/catalog/web/kitchen-spoon.jpg",YES
"Kitchen Utensils","cat_k_kitchen-spoon_2","Kitchen Spoon","Kitchenware - 4 Pcs","MISMATCH","/images/catalog/spoon.png","/images/catalog/web/kitchen-spoon.jpg",YES
"Kitchen Utensils","cat_k_kitchen-spoon_3","Kitchen Spoon","Original - 2 in 1","MISMATCH","/images/catalog/spoon.png","/images/catalog/web/kitchen-spoon.jpg",YES
"Kitchen Utensils","cat_k_kitchen-spoon_4","Kitchen Spoon","Original - Single","MISMATCH","/images/catalog/spoon.png","/images/catalog/web/kitchen-spoon.jpg",YES
"Kitchen Utensils","cat_k_kitchen-spoon_5","Kitchen Spoon","Paradiso - 32 Pcs","MISMATCH","/images/catalog/spoon.png","/images/catalog/web/kitchen-spoon.jpg",YES
"Kitchen Utensils","cat_k_kitchen-spoon_6","Kitchen Spoon","Paradiso - 7 Pcs","MISMATCH","/images/catalog/spoon.png","/images/catalog/web/kitchen-spoon.jpg",YES
"Kitchen Utensils","cat_k_kitchen-spoon_7","Kitchen Spoon","Rubber - 6 in 1","MISMATCH","/images/catalog/spoon.png","/images/catalog/web/kitchen-spoon.jpg",YES
"Kitchen Utensils","cat_k_kitchen-spoon_8","Kitchen Spoon","Tianmu Boutique - Kitchen Suit - 5 in 1","MISMATCH","/images/catalog/spoon.png","/images/catalog/web/kitchen-spoon.jpg",YES
"Kitchen Utensils","cat_k_kitchen-spoon_9","Kitchen Spoon","Various","MISMATCH","/images/catalog/spoon.png","/images/catalog/web/kitchen-spoon.jpg",YES
"Kitchen Utensils","cat_k_kitchen-spoon_10","Kitchen Spoon","Yi Guan - 12 Pcs","MISMATCH","/images/catalog/spoon.png","/images/catalog/web/kitchen-spoon.jpg",YES
"Kitchen Utensils","cat_k_knife_1","Knife","Butcher Knife - 2011","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/knife.jpg",YES
"Kitchen Utensils","cat_k_knife_2","Knife","Butcher Knife - JP125# / 6 inch","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/knife.jpg",YES
"Kitchen Utensils","cat_k_knife_3","Knife","China - Fruit Knife Set","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/knife.jpg",YES
"Kitchen Utensils","cat_k_knife_4","Knife","Forging Family - 6 Pcs - Nil","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/knife.jpg",YES
"Kitchen Utensils","cat_k_knife_5","Knife","Kitchen Knife - 7 inch","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/knife.jpg",YES
"Kitchen Utensils","cat_k_knife_6","Knife","Rashnik - Single","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/knife.jpg",YES
"Electrical Materials and Fittings","cat_e_knife-switch_1","Knife Switch","Change Over - 100 Amps","MISMATCH","/images/catalog/sockets.png","/images/catalog/web/knife-switch.jpg",YES
"Electrical Materials and Fittings","cat_e_knife-switch_2","Knife Switch","Change Over - 32 Amps","MISMATCH","/images/catalog/sockets.png","/images/catalog/web/knife-switch.jpg",YES
"Electrical Materials and Fittings","cat_e_lamp-led-bulb_1","Lamp - LED Bulb","DP - DP-7812C","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/lamp-led-bulb.jpg",YES
"Electrical Materials and Fittings","cat_e_lamp-led-bulb_2","Lamp - LED Bulb","Kemsafe - KM-7781","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/lamp-led-bulb.jpg",YES
"Electrical Materials and Fittings","cat_e_lamp-led-bulb_3","Lamp - LED Bulb","Kemsafe - KM-AE05","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/lamp-led-bulb.jpg",YES
"Electrical Materials and Fittings","cat_e_lamp-rechargeable_1","Lamp - Rechargeable","CTL-EL 119U","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/lamp-rechargeable.jpg",YES
"Electrical Materials and Fittings","cat_e_lamp-rechargeable_2","Lamp - Rechargeable","CTL-EL 189","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/lamp-rechargeable.jpg",YES
"Electrical Materials and Fittings","cat_e_lamp-rechargeable_3","Lamp - Rechargeable","DP-7129B","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/lamp-rechargeable.jpg",YES
"Electrical Materials and Fittings","cat_e_lamp-rechargeable_4","Lamp - Rechargeable","DP-7161B","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/lamp-rechargeable.jpg",YES
"Electrical Materials and Fittings","cat_e_lamp-rechargeable_5","Lamp - Rechargeable","Lantern - DP-7164","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/lamp-rechargeable.jpg",YES
"Electrical Materials and Fittings","cat_e_lamp-solar_1","Lamp - Solar","Cob Work Lamp - SA-819A","MISMATCH","/images/catalog/solar.png","/images/catalog/web/lamp-solar.jpg",YES
"Electrical Materials and Fittings","cat_e_lamp-solar_2","Lamp - Solar","EP-7816","MISMATCH","/images/catalog/solar.png","/images/catalog/web/lamp-solar.jpg",YES
"Electrical Materials and Fittings","cat_e_lamp-solar_3","Lamp - Solar","GD-5808","MISMATCH","/images/catalog/solar.png","/images/catalog/web/lamp-solar.jpg",YES
"Electrical Materials and Fittings","cat_e_lamp-solar_4","Lamp - Solar","JA-399 / 2004","MISMATCH","/images/catalog/solar.png","/images/catalog/web/lamp-solar.jpg",YES
"Electrical Materials and Fittings","cat_e_lampholder_1","Lampholder","Vin Well - 2 in 1","MISMATCH","/images/catalog/sockets.png","/images/catalog/web/lampholder.jpg",YES
"Electrical Materials and Fittings","cat_e_lighter_1","Lighter","Standard","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/lighter.jpg",YES
"Kitchen Utensils","cat_k_lunch-box_1","Lunch Box","Canada","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/lunch-box.jpg",YES
"Kitchen Utensils","cat_k_lunch-box_2","Lunch Box","China - 1L","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/lunch-box.jpg",YES
"Kitchen Utensils","cat_k_lunch-box_3","Lunch Box","China - 2L","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/lunch-box.jpg",YES
"Kitchen Utensils","cat_k_lunch-box_4","Lunch Box","IQIX","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/lunch-box.jpg",YES
"Kitchen Utensils","cat_k_lunch-box_5","Lunch Box","Multifuntional - Electric - 2L","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/lunch-box.jpg",YES
"Kitchen Utensils","cat_k_lunch-box_6","Lunch Box","Single","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/lunch-box.jpg",YES
"Kitchen Utensils","cat_k_lunch-box_7","Lunch Box","With Divider","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/lunch-box.jpg",YES
"Kitchen Utensils","cat_k_massager_1","Massager","Face","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/massager.jpg",YES
"Kitchen Utensils","cat_k_microwave_1","Microwave","Hisence - H20MOBS11","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/microwave.jpg",YES
"Kitchen Utensils","cat_k_mopping-stick_1","Mopping Stick","Big","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/mopping-stick.jpg",YES
"Kitchen Utensils","cat_k_mopping-stick_2","Mopping Stick","Medium","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/mopping-stick.jpg",YES
"Kitchen Utensils","cat_k_mopping-stick_3","Mopping Stick","Small","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/mopping-stick.jpg",YES
"Kitchen Utensils","cat_k_mug_1","Mug","Coffee Break - With Spoon","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/mug.jpg",YES
"Kitchen Utensils","cat_k_mug_2","Mug","Emel with Spoons","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/mug.jpg",YES
"Kitchen Utensils","cat_k_mug_3","Mug","Hana - Single","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/mug.jpg",YES
"Kitchen Utensils","cat_k_mug_4","Mug","SMP - Single","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/mug.jpg",YES
"Electrical Materials and Fittings","cat_e_nail_1","Nail","For Iron Clip","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/nail.jpg",YES
"Electrical Materials and Fittings","cat_e_nail-cutter_1","Nail Cutter","Standard","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/nail-cutter.jpg",YES
"Kitchen Utensils","cat_k_napkin_1","Napkin","Kitchen - 3 in 1","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/napkin.jpg",YES
"Kitchen Utensils","cat_k_nylon_1","Nylon","Takeaway","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/nylon.jpg",YES
"Kitchen Utensils","cat_k_parker_1","Parker","Standard","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/parker.jpg",YES
"Electrical Materials and Fittings","cat_e_pattress-box_1","Pattress Box","Standard","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/pattress-box.jpg",YES
"Kitchen Utensils","cat_k_peg_1","Peg","Sunbelt for Clothe","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/peg.jpg",YES
"Kitchen Utensils","cat_k_peg_2","Peg","XRZ - Big","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/peg.jpg",YES
"Kitchen Utensils","cat_k_peg_3","Peg","XRZ - Small","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/peg.jpg",YES
"Electrical Materials and Fittings","cat_e_phone-stand_1","Phone Stand","Standard","NO-IMAGE","/images/catalog/electrical-placeholder.svg","/images/catalog/web/phone-stand.jpg",YES
"Kitchen Utensils","cat_k_plate_1","Plate","Ceramic Plate with Spoon","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate.jpg",YES
"Kitchen Utensils","cat_k_plate_2","Plate","China - 5 Pcs","MISMATCH","/images/catalog/plate.png","/images/catalog/web/plate.jpg",YES
